Date,Open,High,Low,Close,Adj Close,Volume
2019-04-24,125.790001,125.849998,124.519997,125.010002,118.331253,31257000
2019-04-25,130.059998,131.369995,128.830002,129.149994,122.250061,38033900
2019-04-26,129.699997,130.520004,129.020004,129.889999,122.950539,23654900
2019-04-29,129.899994,130.179993,129.350006,129.770004,122.836945,16324200
2019-04-30,129.809998,130.699997,129.389999,130.600006,123.622581,24166500
2019-05-01,130.529999,130.649994,127.699997,127.879997,121.047905,26821700
2019-05-02,127.980003,128.0,125.519997,126.209999,119.467125,27350200
2019-05-03,127.360001,129.429993,127.25,128.899994,122.01342,24911100
2019-05-06,126.389999,128.559998,126.110001,128.149994,121.303474,24239800
2019-05-07,126.459999,127.18,124.220001,125.519997,118.813988,36017700
2019-05-08,125.440002,126.370003,124.75,125.510002,118.804543,28419000
2019-05-09,124.290001,125.790001,123.57,125.5,118.795074,27235800
2019-05-10,124.910004,127.93,123.82,127.129997,120.337967,30915100
2019-05-13,124.110001,125.550003,123.040001,123.349998,116.759933,33944900
2019-05-14,123.870003,125.879997,123.699997,124.730003,118.066193,25266300
2019-05-15,124.260002,126.709999,123.699997,126.019997,119.728844,24722700
2019-05-16,126.75,129.380005,126.459999,128.929993,122.493561,30112200
2019-05-17,128.309998,130.460007,127.919998,128.070007,121.676506,25770500
2019-05-20,126.519997,127.589996,125.760002,126.220001,119.918861,23706900
2019-05-21,127.43,127.529999,126.580002,126.900002,120.564926,15293300
2019-05-22,126.620003,128.240005,126.519997,127.669998,121.296463,15396500
2019-05-23,126.199997,126.290001,124.739998,126.18,119.880852,23603800
2019-05-24,126.910004,127.419998,125.970001,126.239998,119.937851,14123400
2019-05-28,126.980003,128.0,126.050003,126.160004,119.861862,23128400
2019-05-29,125.379997,125.389999,124.040001,124.940002,118.702766,22763100
2019-05-30,125.260002,125.760002,124.779999,125.730003,119.453339,16829600
2019-05-31,124.230003,124.620003,123.32,123.68,117.505669,26646800
2019-06-03,123.849998,124.370003,119.010002,119.839996,113.857353,37983600
2019-06-04,121.279999,123.279999,120.650002,123.160004,117.011612,29382600
2019-06-05,124.949997,125.870003,124.209999,125.830002,119.548325,24926100
2019-06-06,126.440002,127.970001,125.599998,127.82,121.43898,21459000
2019-06-07,129.190002,132.25,128.259995,131.399994,124.840279,33885600
2019-06-10,132.399994,134.080002,132.0,132.600006,125.98037,26477100
2019-06-11,133.880005,134.240005,131.279999,132.100006,125.50531,23913700
2019-06-12,131.399994,131.970001,130.710007,131.490005,124.925789,17092500
2019-06-13,131.979996,133.0,131.559998,132.320007,125.714333,17200800
2019-06-14,132.259995,133.789993,131.639999,132.449997,125.837845,17821700
2019-06-17,132.630005,133.729996,132.529999,132.850006,126.21788,14517800
2019-06-18,134.190002,135.240005,133.570007,135.160004,128.412552,25934500
2019-06-19,135.0,135.929993,133.809998,135.690002,128.916061,23744400
2019-06-20,137.449997,137.660004,135.720001,136.949997,130.113174,33042600
2019-06-21,136.580002,137.729996,136.460007,136.970001,130.132202,36727900
2019-06-24,137.0,138.399994,137.0,137.779999,130.901764,20628800
2019-06-25,137.25,137.589996,132.729996,133.429993,126.768906,33327400
2019-06-26,134.350006,135.740005,133.600006,133.929993,127.243958,23657700
2019-06-27,134.139999,134.710007,133.509995,134.149994,127.452965,16557500
2019-06-28,134.570007,134.600006,133.160004,133.960007,127.272446,30043000
2019-07-01,136.630005,136.699997,134.970001,135.679993,128.90657,22613500
2019-07-02,136.119995,136.589996,135.339996,136.580002,129.761673,15237800
2019-07-03,136.800003,137.740005,136.289993,137.460007,130.597733,13629300
2019-07-05,135.940002,137.330002,135.720001,137.059998,130.217728,18141100
2019-07-08,136.399994,137.100006,135.369995,136.960007,130.122726,16779700
2019-07-09,136.0,136.970001,135.800003,136.460007,129.647659,19953100
2019-07-10,137.130005,138.580002,137.020004,137.850006,130.968246,24204400
2019-07-11,138.199997,139.220001,137.869995,138.399994,131.490799,22327900
2019-07-12,138.850006,139.130005,138.009995,138.899994,131.965897,18936800
2019-07-15,139.440002,139.539993,138.460007,138.899994,131.965897,16651500
2019-07-16,138.960007,139.050003,136.520004,137.080002,130.23671,22726100
2019-07-17,137.699997,137.929993,136.220001,136.270004,129.467163,20211000
2019-07-18,135.550003,136.619995,134.669998,136.419998,129.609634,30381800
2019-07-19,140.220001,140.669998,136.449997,136.619995,129.799652,48992400
2019-07-22,137.410004,139.190002,137.330002,138.429993,131.519318,25074900
2019-07-23,139.759995,139.990005,138.029999,139.289993,132.336365,18034600
2019-07-24,138.899994,140.740005,138.850006,140.720001,133.695023,20738300
2019-07-25,140.429993,140.610001,139.320007,140.190002,133.191452,18356900
2019-07-26,140.369995,141.679993,140.300003,141.339996,134.284042,19037600
2019-07-29,141.5,141.509995,139.369995,141.029999,133.989502,16605900
2019-07-30,140.139999,141.220001,139.800003,140.350006,133.343475,16846500
2019-07-31,140.330002,140.490005,135.080002,136.270004,129.467163,38598800
2019-08-01,137.0,140.940002,136.929993,138.059998,131.16777,40557500
2019-08-02,138.089996,138.320007,135.259995,136.899994,130.06572,30791600
2019-08-05,133.300003,133.929993,130.779999,132.210007,125.609818,42749600
2019-08-06,133.800003,135.679993,133.210007,134.690002,127.966019,32696700
2019-08-07,133.789993,135.649994,131.830002,135.279999,128.526535,33414500
2019-08-08,136.600006,138.990005,135.929993,138.889999,131.956314,27496500
2019-08-09,138.610001,139.380005,136.460007,137.710007,130.835251,23466700
2019-08-12,137.070007,137.860001,135.240005,135.789993,129.011108,20484300
2019-08-13,136.050003,138.800003,135.0,138.600006,131.680817,25154600
2019-08-14,136.360001,136.919998,133.669998,133.979996,127.715317,32527300
2019-08-15,134.389999,134.580002,132.25,133.679993,127.429359,28074400
2019-08-16,134.880005,136.460007,134.720001,136.130005,129.764847,24449100
2019-08-19,137.850006,138.550003,136.889999,138.410004,131.938202,24355700
2019-08-20,138.210007,138.710007,137.240005,137.259995,130.841965,21170800
2019-08-21,138.550003,139.490005,138.0,138.789993,132.30043,14970300
2019-08-22,138.660004,139.199997,136.289993,137.779999,131.337662,18697000
2019-08-23,137.190002,138.350006,132.800003,133.389999,127.152885,38508600
2019-08-26,134.990005,135.559998,133.899994,135.449997,129.116608,20312600
2019-08-27,136.389999,136.720001,134.660004,135.740005,129.393036,23102100
2019-08-28,134.880005,135.759995,133.550003,135.559998,129.221451,17393300
2019-08-29,137.25,138.440002,136.910004,138.119995,131.661728,20168700
2019-08-30,139.149994,139.179993,136.270004,137.860001,131.413956,23940100
2019-09-03,136.610001,137.199997,135.699997,136.039993,129.679016,18869300
2019-09-04,137.300003,137.690002,136.479996,137.630005,131.194656,17995900
2019-09-05,139.110001,140.380005,138.759995,140.050003,133.501556,26101800
2019-09-06,140.029999,140.179993,138.199997,139.100006,132.595963,20824500
2019-09-09,139.589996,139.75,136.460007,137.520004,131.089813,25773900
2019-09-10,136.800003,136.889999,134.509995,136.080002,129.717148,28903400
2019-09-11,135.910004,136.270004,135.089996,136.119995,129.75528,24726100
2019-09-12,137.850006,138.419998,136.869995,137.520004,131.089813,27010000
2019-09-13,137.779999,138.059998,136.570007,137.320007,130.89917,23363100
2019-09-16,135.830002,136.699997,135.660004,136.330002,129.95546,16731400
2019-09-17,136.960007,137.520004,136.429993,137.389999,130.965881,17814200
2019-09-18,137.360001,138.669998,136.529999,138.520004,132.043076,23982100
2019-09-19,140.300003,142.369995,140.070007,141.070007,134.473801,35772100
2019-09-20,141.009995,141.649994,138.25,139.440002,132.920044,39167300
2019-09-23,139.229996,139.630005,138.440002,139.139999,132.634064,17139300
2019-09-24,140.360001,140.690002,136.880005,137.380005,130.956421,29773200
2019-09-25,137.5,139.960007,136.029999,139.360001,132.843765,21382000
2019-09-26,139.440002,140.179993,138.440002,139.539993,133.01535,17456600
2019-09-27,140.149994,140.360001,136.649994,137.729996,131.290024,22477700
2019-09-30,138.050003,139.220001,137.779999,139.029999,132.529205,17280900
2019-10-01,139.660004,140.25,137.0,137.070007,130.660858,21466600
2019-10-02,136.25,136.369995,133.580002,134.649994,128.353989,30521700
2019-10-03,134.949997,136.75,133.220001,136.279999,129.907791,24132900
2019-10-04,136.75,138.25,136.419998,138.119995,131.661728,22897700
2019-10-07,137.139999,138.179993,137.020004,137.119995,130.708511,15303700
2019-10-08,137.080002,137.759995,135.619995,135.669998,129.326309,25550500
2019-10-09,137.460007,138.699997,136.970001,138.240005,131.776123,19749900
2019-10-10,138.490005,139.669998,138.25,139.100006,132.595963,17654600
2019-10-11,140.119995,141.029999,139.5,139.679993,133.148804,25446000
2019-10-14,139.690002,140.289993,139.520004,139.550003,133.024948,13304300
2019-10-15,140.059998,141.789993,139.809998,141.570007,134.95047,19695700
2019-10-16,140.789993,140.990005,139.529999,140.410004,133.844696,20751600
2019-10-17,140.949997,141.419998,139.020004,139.690002,133.158325,21460600
2019-10-18,139.759995,140.0,136.559998,137.410004,130.984955,32273500
2019-10-21,138.449997,138.5,137.009995,138.429993,131.957275,20078200
2019-10-22,138.970001,140.009995,136.259995,136.369995,129.993576,27431000
2019-10-23,136.880005,137.449997,135.610001,137.240005,130.822876,29844600
2019-10-24,139.389999,140.419998,138.669998,139.940002,133.396683,37029300
2019-10-25,139.339996,141.139999,139.199997,140.729996,134.149719,25959700
2019-10-28,144.399994,145.669998,143.509995,144.190002,137.447952,35280100
2019-10-29,144.080002,144.5,142.649994,142.830002,136.15152,20589500
2019-10-30,143.520004,145.0,142.789993,144.610001,137.848297,18496600
2019-10-31,144.899994,144.929993,142.990005,143.369995,136.66626,24605100
2019-11-01,144.259995,144.419998,142.970001,143.720001,136.999908,33128400
2019-11-04,144.830002,145.0,144.160004,144.550003,137.791122,16912000
2019-11-05,144.970001,145.020004,143.910004,144.460007,137.705322,18250200
2019-11-06,144.369995,144.520004,143.199997,144.059998,137.324036,16575800
2019-11-07,143.839996,144.880005,143.770004,144.259995,137.514664,17786700
2019-11-08,143.979996,145.990005,143.759995,145.960007,139.135208,16732700
2019-11-11,145.339996,146.419998,144.729996,146.110001,139.278152,14362600
2019-11-12,146.279999,147.570007,146.059998,147.070007,140.193283,18641600
2019-11-13,146.740005,147.460007,146.279999,147.309998,140.422043,16919200
2019-11-14,147.020004,148.410004,147.0,148.059998,141.136963,19729800
2019-11-15,148.929993,149.990005,148.270004,149.970001,142.957687,23485700
2019-11-18,150.070007,150.550003,148.979996,150.339996,143.310349,21534000
2019-11-19,150.880005,151.330002,150.199997,150.389999,143.358017,23935700
2019-11-20,150.309998,150.839996,148.460007,149.619995,143.109329,25696800
2019-11-21,149.399994,149.800003,148.5,149.479996,142.975449,18576100
2019-11-22,150.070007,150.300003,148.820007,149.589996,143.080673,15901800
2019-11-25,150.0,151.350006,149.919998,151.229996,144.649307,22420900
2019-11-26,151.360001,152.419998,151.320007,152.029999,145.414505,24620100
2019-11-27,152.330002,152.5,151.520004,152.320007,145.691849,15184400
2019-11-29,152.100006,152.300003,151.279999,151.380005,144.792786,11977300
2019-12-02,151.809998,151.830002,148.320007,149.550003,143.042419,27418400
2019-12-03,147.490005,149.429993,146.649994,149.309998,142.812851,24066000
2019-12-04,150.139999,150.179993,149.199997,149.850006,143.329361,17574700
2019-12-05,150.050003,150.320007,149.479996,149.929993,143.405869,17869100
2019-12-06,150.990005,151.869995,150.270004,151.75,145.146667,16403500
2019-12-09,151.070007,152.210007,150.910004,151.360001,144.773651,16687400
2019-12-10,151.289993,151.889999,150.759995,151.130005,144.553619,16476100
2019-12-11,151.539993,151.869995,150.330002,151.699997,145.098862,18856600
2019-12-12,151.649994,153.440002,151.020004,153.240005,146.571823,24612100
2019-12-13,153.0,154.889999,152.830002,154.529999,147.805679,23845400
2019-12-16,155.110001,155.899994,154.820007,155.529999,148.762207,24144200
2019-12-17,155.449997,155.710007,154.449997,154.690002,147.95871,25425600
2019-12-18,154.300003,155.479996,154.179993,154.369995,147.652649,24129200
2019-12-19,154.0,155.770004,153.75,155.710007,148.934357,24958900
2019-12-20,157.350006,158.490005,156.289993,157.410004,150.560364,53477500
2019-12-23,158.119995,158.119995,157.270004,157.410004,150.560364,17718200
2019-12-24,157.479996,157.710007,157.119995,157.380005,150.531693,8989200
2019-12-26,157.559998,158.729996,157.399994,158.669998,151.765533,14520600
2019-12-27,159.449997,159.550003,158.220001,158.960007,152.042938,18412800
2019-12-30,158.990005,159.020004,156.729996,157.589996,150.732544,16348400
2019-12-31,156.770004,157.770004,156.449997,157.699997,150.837784,18369400
2020-01-02,158.779999,160.729996,158.330002,160.619995,153.630707,22622100
2020-01-03,158.320007,159.949997,158.059998,158.619995,151.717743,21116200
2020-01-06,157.080002,159.100006,156.509995,159.029999,152.109909,20813700
2020-01-07,159.320007,159.669998,157.320007,157.580002,150.723007,21634100
2020-01-08,158.929993,160.800003,157.949997,160.089996,153.123734,27746500
2020-01-09,161.839996,162.220001,161.029999,162.089996,155.036728,21385000
2020-01-10,162.820007,163.220001,161.179993,161.339996,154.319336,20725900
2020-01-13,161.759995,163.309998,161.259995,163.279999,156.174942,21626500
2020-01-14,163.389999,163.600006,161.720001,162.130005,155.074997,23477400
2020-01-15,162.619995,163.940002,162.570007,163.179993,156.0793,21417900
2020-01-16,164.350006,166.240005,164.029999,166.169998,158.939178,23865400
2020-01-17,167.419998,167.470001,165.429993,167.100006,159.828751,34371700
2020-01-21,166.679993,168.190002,166.429993,166.5,159.254852,29517200
2020-01-22,167.399994,167.490005,165.679993,165.699997,158.489639,24138800
2020-01-23,166.190002,166.800003,165.270004,166.720001,159.465256,19680800
2020-01-24,167.509995,167.529999,164.449997,165.039993,157.858337,24918100
2020-01-27,161.149994,163.380005,160.199997,162.279999,155.218475,32078100
2020-01-28,163.779999,165.759995,163.070007,165.460007,158.260117,24899900
2020-01-29,167.839996,168.75,165.690002,168.039993,160.727814,34754500
2020-01-30,174.050003,174.050003,170.789993,172.779999,165.261536,51597500
2020-01-31,172.210007,172.399994,169.580002,170.229996,162.82251,36142700
2020-02-03,170.429993,174.5,170.399994,174.380005,166.791931,30107000
2020-02-04,177.139999,180.639999,176.309998,180.119995,172.282166,36433300
2020-02-05,184.029999,184.199997,178.410004,179.899994,172.071747,39186300
2020-02-06,180.970001,183.820007,180.059998,183.630005,175.63945,27751400
2020-02-07,182.850006,185.630005,182.479996,183.889999,175.888107,33529100
2020-02-10,183.580002,188.839996,183.25,188.699997,180.4888,35844300
2020-02-11,190.649994,190.699997,183.5,184.440002,176.414185,53159900
2020-02-12,185.580002,185.850006,181.850006,184.710007,176.67247,47062900
2020-02-13,183.080002,186.229996,182.869995,183.710007,175.715973,35295800
2020-02-14,183.25,185.410004,182.649994,185.350006,177.284576,23149500
2020-02-18,185.610001,187.699997,185.5,187.229996,179.082764,27792200
2020-02-19,188.059998,188.179993,186.470001,187.279999,179.619873,29997500
2020-02-20,186.949997,187.25,181.100006,184.419998,176.876862,36862400
2020-02-21,183.169998,183.5,177.25,178.589996,171.285294,48572600
2020-02-24,167.770004,174.550003,163.229996,170.889999,163.900238,68311100
2020-02-25,174.199997,174.839996,167.649994,168.070007,161.195618,68073300
2020-02-26,169.710007,173.259995,168.210007,170.169998,163.209717,56206100
2020-02-27,163.320007,167.029999,157.979996,158.179993,151.710129,93174900
2020-02-28,152.410004,163.710007,152.0,162.009995,155.383453,97012700
2020-03-02,165.309998,172.919998,162.309998,172.789993,165.722549,71030800
2020-03-03,173.800003,175.0,162.259995,164.509995,157.781219,71677000
2020-03-04,168.490005,170.699997,165.619995,170.550003,163.574158,49814400
2020-03-05,166.050003,170.869995,165.690002,166.270004,159.469208,47817300
2020-03-06,162.610001,163.110001,156.0,161.570007,154.961472,72821100
2020-03-09,151.0,157.75,150.0,150.619995,144.459351,70419300
2020-03-10,158.160004,161.029999,152.580002,160.919998,154.338043,65354400
2020-03-11,157.130005,157.699997,151.149994,153.630005,147.346207,56371600
2020-03-12,145.300003,153.470001,138.580002,139.059998,133.372116,93226400
2020-03-13,147.5,161.910004,140.729996,158.830002,152.333527,92727400
2020-03-16,140.0,149.350006,135.0,135.419998,129.881058,87905900
2020-03-17,140.0,147.5,135.0,146.570007,140.574997,81059800
2020-03-18,138.0,146.0,135.020004,140.399994,134.657318,81593200
2020-03-19,142.770004,150.149994,139.0,142.710007,136.872894,85922700
2020-03-20,146.0,147.100006,135.860001,137.350006,131.732071,84866200
2020-03-23,137.009995,140.570007,132.520004,135.979996,130.418152,78975200
2020-03-24,143.75,149.600006,141.270004,148.339996,142.272614,82516700
2020-03-25,148.910004,154.330002,144.440002,146.919998,140.910675,75638200
2020-03-26,148.399994,156.660004,148.369995,156.110001,149.724777,64568100
2020-03-27,151.75,154.889999,149.199997,149.699997,143.576981,57042300
2020-03-30,152.440002,160.600006,150.009995,160.229996,153.676239,63420300
2020-03-31,159.399994,164.779999,156.559998,157.710007,151.259369,77927200
2020-04-01,153.0,157.75,150.820007,152.110001,145.888412,57969900
2020-04-02,151.860001,155.479996,150.360001,155.259995,148.909546,49630700
2020-04-03,155.100006,157.380005,152.190002,153.830002,147.538055,41243300
2020-04-06,160.320007,166.5,157.580002,165.270004,158.510162,67111700
2020-04-07,169.589996,170.0,163.259995,163.490005,156.802902,62769000
2020-04-08,165.669998,166.669998,163.5,165.130005,158.375839,48318200
2020-04-09,166.360001,167.369995,163.330002,165.139999,158.385483,51385100
2020-04-13,164.350006,165.570007,162.300003,165.509995,158.740295,41905300
2020-04-14,169.0,173.75,168.0,173.699997,166.595306,52874300
2020-04-15,171.199997,173.570007,169.240005,171.880005,164.849777,40940800
2020-04-16,174.300003,177.279999,172.899994,177.039993,169.798691,50479600
2020-04-17,179.5,180.0,175.869995,178.600006,171.294891,52765600
2020-04-20,176.630005,178.75,174.990005,175.059998,167.899658,36669600
2020-04-21,173.5,173.669998,166.110001,167.820007,160.955811,56203700
2020-04-22,171.389999,174.0,170.820007,173.520004,166.422668,34620200
2020-04-23,174.110001,175.059998,170.910004,171.419998,164.408569,32790800
2020-04-24,172.059998,174.559998,170.710007,174.550003,167.410568,34277600
2020-04-27,176.589996,176.899994,173.300003,174.050003,166.930954,33194400
2020-04-28,175.589996,175.669998,169.389999,169.809998,162.864426,34392700
2020-04-29,173.220001,177.679993,171.880005,177.429993,170.172729,51286600
2020-04-30,180.0,180.399994,176.229996,179.210007,171.879929,53875900
2020-05-01,175.800003,178.639999,174.009995,174.570007,167.429733,39370500
2020-05-04,174.490005,179.0,173.800003,178.839996,171.525101,30372900
2020-05-05,180.619995,183.649994,179.899994,180.759995,173.366577,36839200
2020-05-06,182.080002,184.199997,181.630005,182.539993,175.073715,32139300
2020-05-07,184.169998,184.550003,182.580002,183.600006,176.090424,28316000
2020-05-08,184.979996,185.0,183.360001,184.679993,177.12616,30877800
2020-05-11,183.149994,187.509995,182.850006,186.740005,179.101959,30892700
2020-05-12,186.800003,187.039993,182.300003,182.509995,175.044952,32038200
2020-05-13,182.550003,184.050003,176.539993,179.75,172.397873,44711500
2020-05-14,177.539993,180.690002,175.679993,180.529999,173.14595,41873900
2020-05-15,179.059998,187.059998,177.0,183.160004,175.668381,46610400
2020-05-18,185.75,186.199997,183.960007,184.910004,177.346802,35264500
2020-05-19,185.029999,186.600006,183.490005,183.630005,176.119156,26799100
2020-05-20,184.809998,185.850006,183.940002,185.660004,178.562057,31261300
2020-05-21,185.399994,186.669998,183.289993,183.429993,176.417297,29119500
2020-05-22,183.190002,184.460007,182.539993,183.509995,176.494247,20826900
2020-05-26,186.339996,186.5,181.100006,181.570007,174.628433,36073600
2020-05-27,180.199997,181.990005,176.600006,181.809998,174.859238,39517100
2020-05-28,180.740005,184.149994,180.380005,181.399994,174.464935,33810200
2020-05-29,182.729996,184.270004,180.410004,183.25,176.244202,42130400
2020-06-01,182.539993,183.0,181.460007,182.830002,175.840256,22622400
2020-06-02,184.25,185.0,181.350006,184.910004,177.840729,30794600
2020-06-03,184.820007,185.940002,183.580002,185.360001,178.273529,27311000
2020-06-04,184.300003,185.839996,182.300003,182.919998,175.926804,28761800
2020-06-05,182.619995,187.729996,182.009995,187.199997,180.043213,39893600
2020-06-08,185.940002,188.550003,184.440002,188.360001,181.158829,33211600
2020-06-09,188.0,190.699997,187.259995,189.800003,182.543793,29783900
2020-06-10,191.130005,198.520004,191.009995,196.839996,189.314636,43872300
2020-06-11,193.130005,195.759995,186.070007,186.270004,179.148712,52854700
2020-06-12,190.539993,191.720001,185.179993,187.740005,180.562576,43373600
2020-06-15,184.580002,190.820007,184.009995,188.940002,181.71666,32770200
2020-06-16,192.889999,195.580002,191.460007,193.570007,186.169662,42556700
2020-06-17,195.029999,196.320007,193.690002,194.240005,186.814041,25687800
2020-06-18,194.0,196.490005,194.0,196.320007,188.814529,23061600
2020-06-19,198.589996,199.289993,194.369995,195.149994,187.689255,44441100
2020-06-22,195.789993,200.759995,195.229996,200.570007,192.902069,32818900
2020-06-23,202.089996,203.949997,201.429993,201.910004,194.190826,30917400
2020-06-24,201.600006,203.25,196.559998,197.839996,190.276413,36740600
2020-06-25,197.800003,200.610001,195.470001,200.339996,192.680847,27803900
2020-06-26,199.729996,199.889999,194.880005,196.330002,188.824112,54675800
2020-06-29,195.779999,198.529999,193.550003,198.440002,190.853455,26701600
2020-06-30,197.880005,204.399994,197.740005,203.509995,195.72963,34310300
2020-07-01,203.139999,206.350006,201.770004,204.699997,196.874161,32061200
2020-07-02,205.679993,208.020004,205.0,206.259995,198.374466,29315800
2020-07-06,208.830002,211.130005,208.089996,210.699997,202.644745,31897600
2020-07-07,210.449997,214.669998,207.990005,208.25,200.288422,33600700
2020-07-08,210.070007,213.259995,208.690002,212.830002,204.693329,33600000
2020-07-09,216.330002,216.380005,211.470001,214.320007,206.126343,33121700
2020-07-10,213.619995,214.080002,211.080002,213.669998,205.501251,26177600
2020-07-13,214.479996,215.800003,206.5,207.070007,199.153549,38135600
2020-07-14,206.130005,208.850006,202.029999,208.350006,200.384583,37591800
2020-07-15,209.559998,211.330002,205.029999,208.039993,200.086456,32179400
2020-07-16,205.399994,205.699997,202.309998,203.919998,196.123962,29940700
2020-07-17,204.470001,205.039993,201.389999,202.880005,195.123734,31635300
2020-07-20,205.0,212.300003,203.009995,211.600006,203.510345,36884800
2020-07-21,213.660004,213.940002,208.029999,208.75,200.769318,37990400
2020-07-22,209.199997,212.300003,208.389999,211.75,203.654633,49605700
2020-07-23,207.190002,210.919998,202.149994,202.539993,194.796722,67457000
2020-07-24,200.419998,202.860001,197.509995,201.300003,193.604126,39827000
2020-07-27,201.470001,203.970001,200.860001,203.850006,196.056641,30160900
2020-07-28,203.610001,204.699997,201.740005,202.020004,194.296616,23251400
2020-07-29,202.5,204.649994,202.009995,204.059998,196.258606,19632600
2020-07-30,201.0,204.460007,199.570007,203.899994,196.104706,25079600
2020-07-31,204.399994,205.100006,199.009995,205.009995,197.172302,51044000
2020-08-03,211.520004,217.639999,210.440002,216.539993,208.261505,78983000
2020-08-04,214.169998,214.770004,210.309998,213.289993,205.135757,49280100
2020-08-05,214.899994,215.0,211.570007,212.940002,204.799103,28806400
